"V1","V2"
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Social-End",174
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Display-End",42
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Affiliate-End",16
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Organic Search-End",111
"Affiliate-Paid Search-Affiliate-Direct-Display-Direct-End",2
"Affiliate-Paid Search-Affiliate-Direct-Display-Social-End",6
"Affiliate-Paid Search-Affiliate-Direct-Display-Affiliate-End",2
"Affiliate-Paid Search-Affiliate-Direct-Display-Paid Search-End",12
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Direct-End",15
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Social-End",33
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Display-End",2
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Paid Search-End",87
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Organic Search-End",3
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Direct-End",54
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Social-End",72
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Display-End",6
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Affiliate-End",62
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Organic Search-End",13
"Affiliate-Paid Search-Affiliate-Direct-Organic Search-Direct-End",6
"Affiliate-Paid Search-Affiliate-Direct-Organic Search-Social-End",1
"Affiliate-Paid Search-Affiliate-Direct-Organic Search-Paid Search-End",7
"Affiliate-Paid Search-Affiliate-Display-Direct-Social-End",1
"Affiliate-Paid Search-Affiliate-Display-Direct-Display-End",1
"Affiliate-Paid Search-Affiliate-Display-Direct-Affiliate-End",4
"Affiliate-Paid Search-Affiliate-Display-Direct-Paid Search-End",14
"Affiliate-Paid Search-Affiliate-Display-Direct-Organic Search-End",2
"Affiliate-Paid Search-Affiliate-Display-Affiliate-Social-End",13
"Affiliate-Paid Search-Affiliate-Display-Affiliate-Display-End",6
"Affiliate-Paid Search-Affiliate-Display-Affiliate-Paid Search-End",23
"Affiliate-Paid Search-Affiliate-Display-Affiliate-Organic Search-End",3
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Direct-End",32
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Social-End",55
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Display-End",29
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Affiliate-End",39
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Organic Search-End",10
"Affiliate-Paid Search-Affiliate-Display-Organic Search-Direct-End",4
"Affiliate-Paid Search-Affiliate-Display-Organic Search-Social-End",4
"Affiliate-Paid Search-Affiliate-Display-Organic Search-Affiliate-End",1
"Affiliate-Paid Search-Affiliate-Display-Organic Search-Paid Search-End",45
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Social-End",121
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Display-End",15
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Affiliate-End",162
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Paid Search-End",314
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Organic Search-End",18
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Direct-End",24
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Social-End",47
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Affiliate-End",64
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Paid Search-End",118
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Organic Search-End",43
"Affiliate-Paid Search-Affiliate-Paid Search-Affiliate-Direct-End",164
"Affiliate-Paid Search-Affiliate-Paid Search-Affiliate-Social-End",2205
"Affiliate-Paid Search-Affiliate-Paid Search-Affiliate-Display-End",103
"Affiliate-Paid Search-Affiliate-Paid Search-Affiliate-Paid Search-End",9842
"Affiliate-Paid Search-Affiliate-Paid Search-Affiliate-Organic Search-End",341
"Affiliate-Paid Search-Affiliate-Paid Search-Organic Search-Direct-End",80
"Affiliate-Paid Search-Affiliate-Paid Search-Organic Search-Social-End",19
"Affiliate-Paid Search-Affiliate-Paid Search-Organic Search-Display-End",2
"Affiliate-Paid Search-Affiliate-Paid Search-Organic Search-Affiliate-End",9
"Affiliate-Paid Search-Affiliate-Paid Search-Organic Search-Paid Search-End",470
"Affiliate-Paid Search-Affiliate-Organic Search-Direct-Social-End",20
"Affiliate-Paid Search-Affiliate-Organic Search-Direct-Display-End",1
"Affiliate-Paid Search-Affiliate-Organic Search-Direct-Affiliate-End",19
"Affiliate-Paid Search-Affiliate-Organic Search-Direct-Paid Search-End",68
"Affiliate-Paid Search-Affiliate-Organic Search-Direct-Organic Search-End",12
"Affiliate-Paid Search-Affiliate-Organic Search-Display-Social-End",1
"Affiliate-Paid Search-Affiliate-Organic Search-Display-End",1
"Affiliate-Paid Search-Affiliate-Organic Search-Display-Organic Search-End",1
"Affiliate-Paid Search-Affiliate-Organic Search-Affiliate-Direct-End",2
"Affiliate-Paid Search-Affiliate-Organic Search-Affiliate-Social-End",7
"Affiliate-Paid Search-Affiliate-Organic Search-Affiliate-Paid Search-End",21
"Affiliate-Paid Search-Affiliate-Organic Search-Affiliate-Organic Search-End",12
"Affiliate-Paid Search-Affiliate-Organic Search-Paid Search-Direct-End",38
"Affiliate-Paid Search-Affiliate-Organic Search-Paid Search-Social-End",250
"Affiliate-Paid Search-Affiliate-Organic Search-Paid Search-Display-End",17
"Affiliate-Paid Search-Affiliate-Organic Search-Paid Search-Affiliate-End",126
"Affiliate-Paid Search-Affiliate-Organic Search-Paid Search-Organic Search-End",187
"Affiliate-Paid Search-Organic Search-Direct-Display-End",8
"Affiliate-Paid Search-Organic Search-Display-Direct-End",4
"Affiliate-Paid Search-Organic Search-Affiliate-Display-End",3
"Affiliate-Paid Search-Organic Search-Direct-Display-Social-End",1
"Affiliate-Paid Search-Organic Search-Direct-Display-Affiliate-End",1
"Affiliate-Paid Search-Organic Search-Direct-Display-Paid Search-End",1
"Affiliate-Paid Search-Organic Search-Direct-Affiliate-Direct-End",1
"Affiliate-Paid Search-Organic Search-Direct-Affiliate-Social-End",3
"Affiliate-Paid Search-Organic Search-Direct-Affiliate-Paid Search-End",19
"Affiliate-Paid Search-Organic Search-Direct-Affiliate-Organic Search-End",1
"Affiliate-Paid Search-Organic Search-Direct-Paid Search-Direct-End",36
"Affiliate-Paid Search-Organic Search-Direct-Paid Search-Social-End",49
"Affiliate-Paid Search-Organic Search-Direct-Paid Search-Display-End",6
"Affiliate-Paid Search-Organic Search-Direct-Paid Search-Affiliate-End",17
"Affiliate-Paid Search-Organic Search-Direct-Paid Search-Organic Search-End",32
"Affiliate-Paid Search-Organic Search-Direct-Organic Search-Direct-End",22
"Affiliate-Paid Search-Organic Search-Direct-Organic Search-Social-End",2
"Affiliate-Paid Search-Organic Search-Direct-Organic Search-Paid Search-End",13
"Affiliate-Paid Search-Organic Search-Display-Direct-Paid Search-End",1
"Affiliate-Paid Search-Organic Search-Display-Affiliate-Paid Search-End",3
"Affiliate-Paid Search-Organic Search-Display-Paid Search-Social-End",6
"Affiliate-Paid Search-Organic Search-Display-Paid Search-Display-End",2
"Affiliate-Paid Search-Organic Search-Display-Paid Search-Organic Search-End",3
"Affiliate-Paid Search-Organic Search-Display-Organic Search-Social-End",1
"Affiliate-Paid Search-Organic Search-Display-Organic Search-Paid Search-End",10
"Affiliate-Paid Search-Organic Search-Affiliate-Direct-End",4
"Affiliate-Paid Search-Organic Search-Affiliate-Direct-Paid Search-End",2
"Affiliate-Paid Search-Organic Search-Affiliate-Display-Paid Search-End",1
"Affiliate-Paid Search-Organic Search-Affiliate-Display-Organic Search-End",1
"Affiliate-Paid Search-Organic Search-Affiliate-Paid Search-Direct-End",2
"Affiliate-Paid Search-Organic Search-Affiliate-Paid Search-Social-End",13
"Affiliate-Paid Search-Organic Search-Affiliate-Paid Search-Affiliate-End",8
"Affiliate-Paid Search-Organic Search-Affiliate-Paid Search-Organic Search-End",8
"Affiliate-Paid Search-Organic Search-Affiliate-Organic Search-Direct-End",2
"Affiliate-Paid Search-Organic Search-Affiliate-Organic Search-Social-End",2
"Affiliate-Paid Search-Organic Search-Affiliate-Organic Search-Paid Search-End",10
"Affiliate-Paid Search-Organic Search-Paid Search-Direct-Social-End",16
"Affiliate-Paid Search-Organic Search-Paid Search-Direct-Display-End",4
"Affiliate-Paid Search-Organic Search-Paid Search-Direct-Affiliate-End",13
"Affiliate-Paid Search-Organic Search-Paid Search-Direct-Paid Search-End",98
"Affiliate-Paid Search-Organic Search-Paid Search-Direct-Organic Search-End",18
"Affiliate-Paid Search-Organic Search-Paid Search-Display-Direct-End",6
"Affiliate-Paid Search-Organic Search-Paid Search-Display-Social-End",22
"Affiliate-Paid Search-Organic Search-Paid Search-Display-Affiliate-End",16
"Affiliate-Paid Search-Organic Search-Paid Search-Display-Paid Search-End",33
"Affiliate-Paid Search-Organic Search-Paid Search-Display-Organic Search-End",52
"Affiliate-Paid Search-Organic Search-Paid Search-Affiliate-Direct-End",6
"Affiliate-Paid Search-Organic Search-Paid Search-Affiliate-Social-End",56
"Affiliate-Paid Search-Organic Search-Paid Search-Affiliate-Display-End",5
"Affiliate-Paid Search-Organic Search-Paid Search-Affiliate-Paid Search-End",205
"Affiliate-Paid Search-Organic Search-Paid Search-Affiliate-Organic Search-End",42
"Affiliate-Paid Search-Organic Search-Paid Search-Organic Search-Direct-End",28
"Affiliate-Paid Search-Organic Search-Paid Search-Organic Search-Social-End",50
"Affiliate-Paid Search-Organic Search-Paid Search-Organic Search-Display-End",5
"Affiliate-Paid Search-Organic Search-Paid Search-Organic Search-Affiliate-End",11
"Affiliate-Paid Search-Organic Search-Paid Search-Organic Search-Paid Search-End",818
"Affiliate-Organic Search-Direct-Display-Organic Search-End",4
"Affiliate-Organic Search-Direct-Display-Direct-Paid Search-End",1
"Affiliate-Organic Search-Direct-Display-Direct-Organic Search-End",1
"Affiliate-Organic Search-Direct-Display-Affiliate-Paid Search-End",1
"Affiliate-Organic Search-Direct-Display-Paid Search-Direct-End",1
"Affiliate-Organic Search-Direct-Display-Paid Search-Display-End",1
"Affiliate-Organic Search-Direct-Display-Paid Search-Affiliate-End",1
"Affiliate-Organic Search-Direct-Display-Paid Search-Organic Search-End",2
"Affiliate-Organic Search-Direct-Display-Organic Search-Direct-End",2
"Affiliate-Organic Search-Direct-Display-Organic Search-Social-End",1
"Affiliate-Organic Search-Direct-Display-Organic Search-Paid Search-End",2
"Affiliate-Organic Search-Direct-Affiliate-Direct-Social-End",2
"Affiliate-Organic Search-Direct-Affiliate-Direct-Affiliate-End",6
"Affiliate-Organic Search-Direct-Affiliate-Direct-Paid Search-End",3
"Affiliate-Organic Search-Direct-Affiliate-Direct-Organic Search-End",3
"Affiliate-Organic Search-Direct-Affiliate-Display-Direct-End",1
"Affiliate-Organic Search-Direct-Affiliate-Display-Social-End",2
"Affiliate-Organic Search-Direct-Affiliate-Display-Affiliate-End",1
"Affiliate-Organic Search-Direct-Affiliate-Paid Search-Direct-End",6
"Affiliate-Organic Search-Direct-Affiliate-Paid Search-Social-End",22
"Affiliate-Organic Search-Direct-Affiliate-Paid Search-Affiliate-End",19
"Affiliate-Organic Search-Direct-Affiliate-Paid Search-Organic Search-End",8
"Affiliate-Organic Search-Direct-Affiliate-Organic Search-Direct-End",17
"Affiliate-Organic Search-Direct-Affiliate-Organic Search-Social-End",2
"Affiliate-Organic Search-Direct-Affiliate-Organic Search-Affiliate-End",1
"Affiliate-Organic Search-Direct-Affiliate-Organic Search-Paid Search-End",7
"Affiliate-Organic Search-Direct-Paid Search-Direct-Social-End",6
"Affiliate-Organic Search-Direct-Paid Search-Direct-Display-End",1
"Affiliate-Organic Search-Direct-Paid Search-Direct-Affiliate-End",10
"Affiliate-Organic Search-Direct-Paid Search-Direct-Paid Search-End",83
"Affiliate-Organic Search-Direct-Paid Search-Direct-Organic Search-End",11
"Affiliate-Organic Search-Direct-Paid Search-Display-Social-End",2
"Affiliate-Organic Search-Direct-Paid Search-Display-Affiliate-End",3
"Affiliate-Organic Search-Direct-Paid Search-Display-Paid Search-End",7
"Affiliate-Organic Search-Direct-Paid Search-Display-Organic Search-End",3
"Affiliate-Organic Search-Direct-Paid Search-Affiliate-Direct-End",5
"Affiliate-Organic Search-Direct-Paid Search-Affiliate-Social-End",17
"Affiliate-Organic Search-Direct-Paid Search-Affiliate-Display-End",1
"Affiliate-Organic Search-Direct-Paid Search-Affiliate-Paid Search-End",36
"Affiliate-Organic Search-Direct-Paid Search-Affiliate-Organic Search-End",20
"Affiliate-Organic Search-Direct-Paid Search-Organic Search-Direct-End",29
"Affiliate-Organic Search-Direct-Paid Search-Organic Search-Social-End",4
"Affiliate-Organic Search-Direct-Paid Search-Organic Search-Paid Search-End",38
"Affiliate-Organic Search-Direct-Organic Search-Direct-Social-End",12
"Affiliate-Organic Search-Direct-Organic Search-Direct-Display-End",1
"Affiliate-Organic Search-Direct-Organic Search-Direct-Affiliate-End",3
"Affiliate-Organic Search-Direct-Organic Search-Direct-Paid Search-End",23
"Affiliate-Organic Search-Direct-Organic Search-Direct-Organic Search-End",16
"Affiliate-Organic Search-Direct-Organic Search-Affiliate-Paid Search-End",1
"Affiliate-Organic Search-Direct-Organic Search-Paid Search-Direct-End",10
"Affiliate-Organic Search-Direct-Organic Search-Paid Search-Social-End",15
"Affiliate-Organic Search-Direct-Organic Search-Paid Search-Display-End",1
"Affiliate-Organic Search-Direct-Organic Search-Paid Search-Affiliate-End",3
"Affiliate-Organic Search-Direct-Organic Search-Paid Search-Organic Search-End",8
"Affiliate-Organic Search-Display-Direct-Display-End",1
"Affiliate-Organic Search-Display-Direct-Paid Search-End",1
"Affiliate-Organic Search-Display-Direct-Social-End",3
"Affiliate-Organic Search-Display-Direct-Affiliate-Paid Search-End",1
"Affiliate-Organic Search-Display-Direct-Paid Search-Display-End",2
"Affiliate-Organic Search-Display-Direct-Organic Search-Direct-End",1
"Affiliate-Organic Search-Display-Affiliate-Display-End",1
"Affiliate-Organic Search-Display-Affiliate-Paid Search-End",8
"Affiliate-Organic Search-Display-Paid Search-Affiliate-End",2
"Affiliate-Organic Search-Display-Affiliate-Social-End",4
"Affiliate-Organic Search-Display-Affiliate-Display-Affiliate-End",1
"Affiliate-Organic Search-Display-Affiliate-Display-Organic Search-End",1
"Affiliate-Organic Search-Display-Affiliate-Paid Search-Direct-End",1
"Affiliate-Organic Search-Display-Affiliate-Paid Search-Social-End",2
"Affiliate-Organic Search-Display-Affiliate-Paid Search-Affiliate-End",1
"Affiliate-Organic Search-Display-Affiliate-Organic Search-Paid Search-End",1
"Affiliate-Organic Search-Display-Paid Search-Direct-Display-End",1
"Affiliate-Organic Search-Display-Paid Search-Display-Social-End",10
"Affiliate-Organic Search-Display-Paid Search-Display-Paid Search-End",6
"Affiliate-Organic Search-Display-Paid Search-Display-Organic Search-End",1
"Affiliate-Organic Search-Display-Paid Search-Affiliate-Social-End",2
"Affiliate-Organic Search-Display-Paid Search-Affiliate-Organic Search-End",1
"Affiliate-Organic Search-Display-Paid Search-Organic Search-End",5
"Affiliate-Organic Search-Display-Paid Search-Organic Search-Direct-End",1
"Affiliate-Organic Search-Display-Paid Search-Organic Search-Display-End",1
"Affiliate-Organic Search-Display-Paid Search-Organic Search-Paid Search-End",4
"Affiliate-Organic Search-Display-Organic Search-Direct-Paid Search-End",1
"Affiliate-Organic Search-Display-Organic Search-Social-End",7
"Affiliate-Organic Search-Display-Organic Search-Display-End",2
"Affiliate-Organic Search-Display-Organic Search-Display-Organic Search-End",5
"Affiliate-Organic Search-Display-Organic Search-Paid Search-Direct-End",4
"Affiliate-Organic Search-Display-Organic Search-Paid Search-Social-End",10
"Affiliate-Organic Search-Display-Organic Search-Paid Search-Display-End",1
"Affiliate-Organic Search-Display-Organic Search-Paid Search-Affiliate-End",2
"Affiliate-Organic Search-Display-Organic Search-Paid Search-Organic Search-End",5
"Affiliate-Organic Search-Affiliate-Direct-Social-End",6
"Affiliate-Organic Search-Affiliate-Direct-Display-End",2
"Affiliate-Organic Search-Affiliate-Direct-Display-Direct-End",1
"Affiliate-Organic Search-Affiliate-Direct-Affiliate-Direct-End",1
"Affiliate-Organic Search-Affiliate-Direct-Affiliate-Social-End",1
"Affiliate-Organic Search-Affiliate-Direct-Affiliate-Paid Search-End",2
"Affiliate-Organic Search-Affiliate-Direct-Affiliate-Organic Search-End",1
"Affiliate-Organic Search-Affiliate-Direct-Paid Search-Direct-End",1
"Affiliate-Organic Search-Affiliate-Direct-Paid Search-Social-End",2
"Affiliate-Organic Search-Affiliate-Direct-Paid Search-Affiliate-End",1
"Affiliate-Organic Search-Affiliate-Direct-Paid Search-Organic Search-End",2
"Affiliate-Organic Search-Affiliate-Direct-Organic Search-Direct-End",1
"Affiliate-Organic Search-Affiliate-Direct-Organic Search-Social-End",1
"Affiliate-Organic Search-Affiliate-Display-Social-End",4
"Affiliate-Organic Search-Affiliate-Display-Affiliate-End",2
"Affiliate-Organic Search-Affiliate-Display-Affiliate-Direct-End",1
"Affiliate-Organic Search-Affiliate-Display-Affiliate-Organic Search-End",1
"Affiliate-Organic Search-Affiliate-Display-Paid Search-Direct-End",1
"Affiliate-Organic Search-Affiliate-Display-Organic Search-Social-End",1
